TL,TM,TR,ML,MM,MR,BL,BM,BR,WIN
-0.740171702,1.060950995,0.979309812,-0.503313222,1.068552888,-0.643231938,0.448885685,-0.65536379,0.328705305,1
-1.01689912,0.321416028,0.256903718,-0.26929447,-0.724005193,0.212629243,-1.01011594,-1.505090938,0.386927507,1
-0.972220565,-1.025597679,-0.74834468,-0.609689521,0.189174479,0.49430347,0.414371416,-1.341651037,0.090194542,1
-0.833856856,-0.655830196,-0.387141633,-0.726698897,1.085453519,0.066372879,1.143872229,-0.916787463,0.061083441,1
-1.681525154,0.678859425,-0.349868046,-0.165242172,-0.30337698,-0.488630702,-0.539741348,-1.106262156,0.336954116,1
-0.213909376,0.333740115,1.224878529,-0.490356144,-0.248354365,0.485958598,-0.75098972,-1.479056146,0.407789797,1
-0.075545667,0.703507598,1.586081576,-0.60736552,0.647924676,0.058028007,-0.021488907,-1.054192572,0.378678696,1
-0.631863523,1.273487433,0.496322958,-0.76428678,0.368833221,-0.395769848,-1.251694432,-0.524482616,1.415796095,1
-0.097776571,0.93820256,0.105578413,0.93868967,0.18115033,-1.206754981,1.25190354,0.287154007,0.026606933,1
-0.374503989,0.198667594,-0.616827681,1.172708421,-1.611407751,-0.3508938,-0.207098086,-0.562573141,0.084829136,1
1.115337689,-1.131030464,-0.147658639,0.45972741,-0.312019541,0.654858049,0.929961142,0.516871172,-0.269801827,1
-0.258592936,0.930870036,-0.355953768,1.008227058,-0.383942788,-1.029336068,0.44622297,1.151088836,-0.073015644,1
0.165241214,0.263525226,-0.374590562,0.727498695,0.310472462,-0.751834277,1.288029759,1.245826182,-0.210950982,1
-0.111486204,-0.476009741,-1.096996656,0.961517447,-1.482085619,0.104026904,-0.170971867,0.396099034,-0.15272878,1
-0.105606202,-0.203607233,-1.844189021,0.406858449,-0.170482784,-0.500199751,0.170130209,1.445409911,0.71734218,1
1.494493283,-0.451361567,0.838952966,0.519394098,-0.530783963,0.650685613,0.347280574,0.448168618,-0.1110042,1
1.500373285,-0.178959059,0.0917606,-0.0352649,0.780818872,0.046458959,0.68838265,1.497479495,0.75906676,1
1.223645868,-0.918494025,-0.630645494,0.198753852,-1.011739209,0.90232014,-0.770618975,0.647752346,0.817288962,1
0.210146524,-0.461344691,-0.173932294,0.822442671,-0.351899384,-0.250810922,1.440389273,-1.331770623,0.046516375,1
0.216026527,-0.188942184,-0.921124659,0.267783673,0.959703452,-0.855037576,1.781491349,-0.282459746,0.916587335,1
-0.060700891,-0.92847715,-1.643530753,0.501802425,-0.832854629,0.000823605,0.322489723,-1.132186895,0.974809537,1
1.545278596,-0.903828976,0.292418869,0.059679076,0.118447027,0.547482314,0.840742164,-1.080117311,1.016534117,1
-0.424388201,0.485439269,0.245963407,1.028657359,0.586493141,-0.459991379,0.44990859,-0.446235114,-0.843745835,1
-0.585204565,0.478106745,-0.215568774,1.098194746,0.021400024,-0.282572467,-0.355771979,0.417699715,-0.943368412,1
0.464457066,1.072734753,0.630622229,0.499150138,0.693610225,-0.189711612,-1.067725064,0.999479255,0.135473567,1
-0.819889693,1.062751628,-0.38226303,0.802198711,0.872494804,-1.091208147,0.025383635,-0.780459986,0.292994141,1
-0.139028636,-0.487803026,0.556210581,0.068174783,0.783609485,0.752576657,-0.112571536,-0.80263543,-0.840901029,1
-1.22748882,0.536985181,-0.031924389,0.452955444,0.509822448,-0.226185079,-0.484003732,-0.498543994,-0.752939082,1
-1.359972527,0.439620205,-1.140319801,0.015305822,0.925146243,-0.402481143,-0.872402469,0.125903308,0.146242978,1
0.246006961,0.464268379,0.79562982,-0.426817527,1.876447899,0.144177566,-0.354150028,0.177972892,0.187967558,1
-0.030720457,-0.275266587,0.073223726,-0.192798776,0.083889818,1.000038748,-1.813151653,-0.671754256,0.246189761,1
0.246228712,0.336528382,-0.584544209,1.166709651,1.07848763,-0.870093744,0.995422176,0.230521069,-0.035370526,1
-0.315969147,0.634105709,-0.927110462,1.564447389,-0.51220666,-0.719664944,-0.575885425,-0.289079851,0.131675913,1
1.290010341,0.658753883,1.00883916,1.122324041,0.439094996,-0.173006235,-0.057632984,-0.237010268,0.173400493,1
-0.410923808,-1.157479271,-0.722035419,-0.403661174,-1.067263113,0.556175549,0.835210752,0.589897785,-0.275815244,1
-0.936959378,0.191875398,0.238302531,0.018720775,-1.325907378,-0.353665858,0.762958314,-1.327446565,0.199300587,1
-0.914844354,-0.728833352,-0.177187987,-1.165909853,0.317438351,0.184632346,1.436479811,0.09851765,-0.114497015,1
-1.762512652,0.605856268,-0.139914399,-0.604453128,-1.071392149,-0.370371236,-0.247133766,-0.090957043,0.161373661,1
-0.156533165,0.630504442,1.796035223,-1.046576476,-0.120090492,0.176287474,0.271118675,-0.038887459,0.203098241,1
-0.156311414,0.502764445,0.415861194,0.546950702,-0.918050761,-0.837983836,1.620690879,0.013660718,-0.020239844,1
-0.205707906,1.063360493,0.002396096,0.144391488,-0.088278198,-0.318803854,0.994180447,-0.43067791,-0.915930778,1
-0.075173828,0.291318183,-1.586168291,-0.504449108,0.45636773,-0.040179215,0.641907929,1.152441567,-0.254306633,1
-0.601209398,1.640672852,-0.625830341,-0.082067159,0.197723465,-0.950020622,0.569655491,-0.764902783,0.220809197,1
0.728042671,0.92578606,0.587713186,-0.290171756,-0.64353296,0.452499269,-0.371093693,-1.562560347,0.32075598,1
-0.205818782,1.127230492,0.69248311,-0.652372101,0.310701937,0.188331801,0.319394345,-0.456951999,-0.804261736,1
-1.008808526,1.114906405,-0.275491701,-0.431310426,-0.164948891,-0.084997554,0.060268124,-0.482986791,-0.825124026,1
-0.584974376,0.447561594,-0.294128494,-0.712038789,0.529466359,0.192504237,0.902074913,-0.388249444,-0.963059364,1
0.040853106,1.709534413,0.570699303,-1.030355035,0.50726131,0.007863301,-0.65168496,0.098792749,0.253717952,1
0.750157695,0.00507731,0.172222668,-1.474802384,0.999812769,0.990797473,0.302427805,-0.136596132,0.006958378,1
0.057199003,0.452553157,0.212314135,-0.863563075,0.440024069,0.643252504,0.355520564,0.501720176,-1.041819651,1
0.107984316,8.57E-05,-0.334219961,-1.323278097,1.089255059,0.540049205,0.848982154,-1.026565753,0.085718665,1
0.041074857,1.581794416,-0.809474726,0.563172144,-0.290698959,-1.00640801,0.697887244,0.151340926,0.030379868,1
0.750379446,-0.122662687,-1.207951361,0.118724794,0.2018525,-0.023473837,1.652000008,-0.084047955,-0.216379707,1
1.370326926,0.866907624,0.404068802,0.355067546,-1.131955384,0.396111881,-0.24286194,-0.646316638,0.13032665,1
1.392552826,-0.117671125,-0.701508731,-0.032799492,0.112410211,0.42727443,1.105445659,0.805921665,-0.295139994,1
0.379089262,0.771587729,-0.062317968,0.549087534,-0.30598436,0.441615537,-0.574482298,-0.980876977,-0.789999509,1
0.517452971,1.141355212,0.298885079,0.432078158,0.590294681,0.013684947,0.155018515,-0.556013403,-0.81911061,1
-0.038864885,1.711335047,-0.790873539,0.275156898,0.311203226,-0.440112908,-1.07518701,-0.026303447,0.218006788,1
-0.285536773,1.129031125,-0.669089732,0.653139832,0.114643853,-0.259644408,-0.104107705,-0.582048195,-0.8399729,1
0.138297377,0.461686315,-0.687726526,0.37241147,0.809059103,0.017857383,0.737699083,-0.487310849,-0.977908238,1
0.764124859,1.723659134,0.177101272,0.054095224,0.786854054,-0.166783554,-0.81606079,-0.000268655,0.238869078,1
1.473429448,0.01920203,-0.221375363,-0.390352125,1.279405513,0.816150619,0.138051975,-0.235657536,-0.007890496,1
0.642107047,0.096910394,-0.542486943,0.337896559,-0.176662227,0.896536241,-0.538356079,-0.022204802,-1.027557424,1
-0.022518988,0.454353791,-1.149258707,0.441948857,0.243965985,0.195276295,-0.067981487,0.37662398,-1.077530815,1
1.312613084,0.011869506,-0.682907544,-0.320814738,0.714312396,0.993569531,-0.667628595,0.628277292,-0.107513073,1
0.69289236,-0.355557015,-1.08902104,-0.121818463,0.472568762,0.793332942,-0.044894489,-1.550490731,0.099980892,1
0.028266325,0.001886381,-1.695792804,-0.017766164,0.893196975,0.092072996,0.425480104,-1.151661949,0.050007501,1
0.786577514,1.361224175,0.277430406,0.101567212,0.455668131,0.083728124,-0.739881033,-1.289067058,0.367602757,1
-0.285647648,1.192901124,0.020997283,-0.143623757,0.513623987,0.247491247,-0.778893807,-0.608322283,-0.728303858,1
-0.132660914,0.058423855,-1.467237971,-0.744992366,0.727083992,0.776627564,-1.054986568,-0.314001209,0.062053966,1
0.670328829,0.070747942,-0.49926316,-0.96605404,1.20273482,1.049956919,-0.795860348,-0.287966417,0.082916256,1
-0.022629863,0.518223789,-0.459171692,-0.354814732,0.642946119,0.70241195,-0.742767588,0.350349892,-0.965861773,1
1.473540324,-0.044667968,-0.911462378,0.406411464,0.880425379,0.309014963,0.812838077,-0.209383448,-0.119559538,1
0.67055058,-0.056992055,-1.879437189,0.627473138,0.404774551,0.035685609,0.553711856,-0.23541824,-0.140421828,1
1.428861769,1.302345739,0.093786021,0.746806514,-0.032754293,0.027340737,-0.61164928,-0.372823349,0.177173427,1
1.581848503,0.16786847,-1.394449232,0.145437906,0.180705712,0.556477054,-0.88774204,-0.078502274,0.967531251,1
0.407532795,0.61768528,-1.399268213,0.838664113,0.275452419,-0.419235095,0.517585637,-1.194090415,0.097136087,1
0.691733728,-0.494230804,-0.207581566,-1.069777763,-0.498368456,0.852432962,1.346001246,-0.383815333,-0.151557442,1
-0.682196896,1.567669696,-0.415876695,-0.521278115,-0.570291703,-0.831761155,0.862263074,0.250402331,0.045228742,1
0.027107694,-0.136787408,-0.814353329,-0.965725464,-0.077740244,0.151173017,1.816375838,0.015013449,-0.201530833,1
0.647055173,0.852782903,0.797666833,-0.729382712,-1.411548128,0.570758735,-0.078486111,-0.547255234,0.145175524,1
0.530917364,-0.501563328,-0.669113747,-1.000240375,-1.063461574,1.029851875,0.540320676,0.480119496,-0.251180019,1
-0.13370867,-0.144119932,-1.275885511,-0.896188076,-0.642833362,0.328591929,1.010695269,0.878948278,-0.30115341,1
0.915952961,0.450508076,-0.429694507,-1.495232685,0.02937684,0.421452784,0.298742184,1.460727818,0.777688568,1
-0.3742738,0.168122444,-0.695387402,-0.637525114,-1.103341417,0.124182904,1.050748807,-1.3685223,0.065138183,1
-0.368393798,0.440524951,-1.442579767,-1.192184111,0.208261419,-0.480043751,1.391850883,-0.319211423,0.935209143,1
0.960858271,-0.274361841,-0.229036239,-1.400288709,-0.632995006,0.92247614,0.451101698,-1.116868988,1.035155925,1
-0.82067148,1.261772211,-0.086992727,-1.201032328,-1.067590609,0.10330509,-0.542023841,-0.200735332,0.186008885,1
-1.199827075,0.582103314,-1.073604332,-1.260699016,-0.848826187,0.107477526,0.040656727,-0.132032778,0.027211257,1
0.406152412,0.606751488,0.86234529,-1.702822365,0.102475469,0.654136236,0.558909168,-0.079963194,0.068935837,1
0.245336048,0.599418963,0.400813108,-1.633284977,-0.462617649,0.831555149,-0.246771401,0.783971635,-0.03068674,1
0.785529758,1.158680388,0.468782865,-0.049628499,-0.914249222,-0.36430751,1.325800804,-0.096117571,0.004395381,1
0.406374164,0.479011491,-0.517828739,-0.109295187,-0.6954848,-0.360135074,1.908481372,-0.027415017,-0.154402247,1
1.741506235,0.036527206,-0.051477577,-0.872058782,-0.225138389,0.438158162,1.308834264,0.224238295,0.815615495,1
0.245557799,0.471678967,-0.97936092,-0.039757799,-1.260577918,-0.182716162,1.102800802,0.836519812,-0.254024825,1
-0.629604102,-1.735400495,-0.478468107,0.480604696,-0.392491774,0.414988024,0.290938895,0.574340581,-0.2036303,1
-1.155639672,-0.386045826,0.481869843,0.902986645,-0.651136039,-0.494853383,0.218686457,-1.343003769,0.271485531,1
-1.271888357,-1.676522059,-0.294823723,-0.164634607,0.09593065,0.471375411,0.162707142,-0.341903128,-0.01320097,1
-1.981192947,0.027935044,0.103652912,0.279812743,-0.39662081,-0.511558761,-0.791405622,-0.106514246,0.233558605,1
-0.37521346,0.052583218,2.039602534,-0.162310606,0.554680847,0.035099949,-0.273153181,-0.054444663,0.275283184,1
-1.339019567,0.032926606,0.610095542,0.128288456,-0.486063099,-0.060810493,-1.337959971,0.783455374,0.154798317,1
-0.513355417,-0.444924262,0.298225458,1.548225948,-1.139558463,-0.551240771,0.34691821,-0.42676006,0.081056201,1
0.267181671,-0.070165216,1.165871135,1.279692285,-0.332721712,-0.528423094,0.529864673,0.888073135,-0.026815187,1
0.254373139,-1.650073252,0.279553057,0.698753977,0.851174222,0.570057912,0.257457533,-0.41492974,-0.007187554,1
-1.119557485,0.411827248,0.071257928,1.247253625,0.779250975,-1.114136206,-0.226280639,0.219287923,0.189598629,1
-1.257921194,0.042059765,-0.289945119,1.364263001,-0.117028066,-0.686205615,-0.955781452,-0.205575651,0.218709731,1
0.348058293,0.066707939,1.646004503,0.922139652,0.834273591,-0.139546905,-0.437529011,-0.153506067,0.260434311,1
0.093556775,-1.657405776,-0.181979124,0.768291365,0.286081104,0.747476825,-0.548223037,0.449005088,-0.106810131,1
-0.571069259,-1.29996238,-0.788750888,0.872343664,0.706709317,0.046216879,-0.077848444,0.847833871,-0.156783522,1
0.187241929,0.059375414,1.184472321,0.99167704,0.269180473,0.037872007,-1.243209581,0.710428762,0.160811733,1
-0.432478795,-0.308051107,0.778358826,1.190673315,0.02743684,-0.162364582,-0.620475474,-1.468339262,0.368305699,1
-0.805754387,-0.715317496,-0.955445144,0.576347629,1.557804097,-0.762418801,0.30330717,-0.35032583,1.079579031,1
0.523497682,-1.430204289,0.258098384,0.368243031,0.716547672,0.64010109,-0.637442015,-1.147983395,1.179525813,1
-1.258032069,0.105929763,0.400141895,0.567499412,0.281952069,-0.17906996,-1.630567554,-0.231849739,0.330378773,1
-1.637187664,-0.573739134,-0.58646971,0.507832724,0.500716491,-0.174897524,-1.047886986,-0.163147185,0.171581145,1
-0.031208177,-0.54909096,1.349479912,0.065709375,1.452018147,0.371761186,-0.529634545,-0.111077601,0.213305725,1
-0.192024541,-0.556423485,0.887947731,0.135246763,0.886925029,0.549180098,-1.335315114,0.752857228,0.113683148,1
0.348169169,0.00283794,0.955917488,1.718903241,0.435293456,-0.646682561,0.237257091,-0.127231978,0.148765268,1
-0.030986425,-0.676830957,-0.030694117,1.659236553,0.654057878,-0.642510125,0.819937659,-0.058529424,-0.01003236,1
1.304145646,-1.119315242,0.435657046,0.896472958,1.124404289,0.155783112,0.220290551,0.193123888,0.959985382,1
-0.19180279,-0.684163481,-0.492226298,1.728773941,0.08896476,-0.465091212,0.014257089,0.805405405,-0.109654937,1
-1.098263461,-0.089281499,1.053026536,0.346766314,-0.522872166,-0.804524507,1.240794852,0.097164919,0.066793974,1
-0.973609385,-1.133726317,0.211654514,0.252584715,-1.289829075,0.078326787,0.547420259,0.63097352,-0.14165284,1
-0.967729383,-0.86132381,-0.535537851,-0.302074283,0.021773761,-0.525899868,0.888522335,1.680284396,0.728418119,1
0.361522687,-1.576210602,0.678005677,-0.51017888,-0.819482664,0.876620023,-0.05222685,0.882626832,0.828364902,1
-0.922824072,-1.586193727,-0.334879583,-0.207130307,-0.640598085,-0.024876512,1.040881849,-0.897312409,0.985885476,1
-1.098374337,-0.025411501,1.743113551,-0.449997275,-0.123892032,-0.297388852,0.56600875,0.07089083,0.178463016,1
-1.477529931,-0.705080398,0.756501946,-0.509663964,0.09487239,-0.293216416,1.148689318,0.139593385,0.019665388,1
-0.142397859,-1.147564683,1.222853109,-1.272427559,0.5652188,0.50507682,0.54904221,0.391246697,0.98968313,1
-0.142176108,-1.27530468,-0.15732092,0.32109962,-0.232741469,-0.50919449,1.898614414,0.443794874,0.766345046,1
0.61613508,0.084033115,1.815902289,0.440432996,-0.670270312,-0.517539362,0.733253278,0.306389765,1.083940301,1
-0.003763988,-0.866122197,0.056566403,0.004407475,-0.272936751,-0.547141248,0.749099812,-0.68008398,-0.988598533,1
-0.427709013,-0.134907389,0.765290211,-0.511627752,-0.568371867,-0.317507383,-0.767493078,-0.801095415,-0.738994153,1
-1.092335048,0.222536007,0.158518447,-0.407575453,-0.147743654,-1.018767329,-0.297118486,-0.402266633,-0.788967544,1
-1.224818754,0.125171031,-0.949876965,-0.845225075,0.267580141,-1.195063393,-0.685517223,0.22218067,0.110214516,1
0.528267465,-1.257060571,0.245029769,-1.334058035,0.120738966,0.484958289,-0.784459618,-0.480739548,0.072225961,1
-0.450161668,0.227527569,0.664961077,-0.55909974,-0.237185944,-0.568019061,-0.843672835,0.487702988,-0.867727832,1
-0.823210504,0.44240497,0.137063774,-0.738086399,-0.282370204,-0.948724151,-1.192018034,-1.135320287,0.397745823,1
0.528489216,-1.384800567,-1.13514426,0.259469143,-0.677221303,-0.529313022,0.565112586,-0.428191371,-0.151112124,1
0.104655066,-0.717455757,-1.116507467,0.540197506,-1.371636553,-0.806814813,-0.276694203,-0.522928717,-0.013176786,1
1.710634553,-0.692807583,0.819442155,0.098074157,-0.420334897,-0.260156103,0.241558238,-0.470859134,0.028547794,1
0.461358005,0.324648098,-0.230224996,0.552392206,-1.259215052,-1.061498926,-0.935554528,0.697167131,0.016887164,1
0.29556274,-0.120782668,0.37169218,0.572822507,-0.288779123,-0.492154238,-0.931868908,-0.900156819,-0.753843027,1
0.433926449,0.248984815,0.732895227,0.455813131,0.607499918,-0.920084828,-0.202368095,-0.475293245,-0.782954128,1
-0.122391407,0.818964649,-0.356863392,0.298891871,0.328408463,-1.373882683,-1.43257362,0.054416711,0.25416327,1
0.054770855,-0.430684082,-0.253716378,0.396146443,0.82626434,-0.915912392,0.380312473,-0.40659069,-0.941751756,1
1.104432486,0.163943926,0.592474625,-0.202898165,1.498474541,-0.823051538,-0.331640611,0.175188849,0.137090223,1
-0.10604551,-0.438016607,-0.715248559,0.465683831,0.261171222,-0.73849348,-0.425368097,0.457344138,-1.041374333,1
-0.501657877,0.20316575,-0.653387982,-0.557538406,0.946153019,-0.862574592,-1.524679154,0.096845177,0.207034685,1
0.301331867,0.215489837,0.314586829,-0.77860008,1.421803847,-0.589245237,-1.265552934,0.122879969,0.227896975,1
-0.106156385,-0.374146609,-0.025161545,-0.331079759,0.660151357,-0.231357824,-1.100154199,0.43107005,-0.929705291,1
1.104543361,0.100073928,-0.097612389,0.593865424,1.099494407,-1.330187193,0.343145491,0.201462938,0.02542118,1
0.301553618,0.087749841,-1.0655872,0.814927098,0.623843578,-1.603516547,0.08401927,0.175428146,0.00455889,1
1.630805687,-0.627136951,0.147956328,0.606822501,-0.217412846,-0.200996657,-0.856729914,-0.622229418,0.104505673,1
1.21285154,0.312610366,-0.580599244,0.332891865,0.399774739,-1.082725102,-1.357434627,0.332344112,1.11251197,1
0.324006273,-0.274685117,-0.965258066,0.862399086,0.292657656,-1.35300487,0.160199027,-1.113370257,0.133292569,1
0.608207206,-1.386601201,0.226428582,-1.04604279,-0.481163219,-0.081336813,0.988614636,-0.303095175,-0.11540096,1
-0.341889269,0.007954488,-0.000503341,-0.778271504,0.141328784,-1.488029139,1.346683252,0.425859835,-0.056550114,1
0.987362801,-0.706932304,1.213040187,-0.986376101,-0.699927641,-0.085509249,0.405934068,-0.371797729,0.043396668,1
-1.144989888,0.059500399,-0.278391137,-1.353973419,0.06465809,-1.254222839,0.41277093,0.373550955,0.034256638,1
0.184262182,-0.655386393,0.93515239,-1.562078016,-0.776598335,0.148297052,-0.527978255,-0.42410661,0.13420342,1
0.161809526,-0.292951435,0.834823256,-1.609550004,-0.445412412,-0.102214626,-0.604158012,0.864691793,0.005469742,1
0.987473676,-0.770802302,0.522953172,-0.189612512,-1.098907775,-0.592644904,1.08072017,-0.345523641,-0.068272374,1
0.322847642,-0.413358906,-0.083818592,-0.085560214,-0.678279563,-1.293904849,1.551094762,0.053305141,-0.118245765,1
1.372509273,0.181269102,0.762372412,-0.684604822,-0.006069362,-1.201043994,0.839141678,0.635084681,0.960596213,1
0.162031277,-0.420691431,-0.545350773,-0.016022826,-1.243372681,-1.116485936,0.745414192,0.91723997,-0.217868343,1
0.938077184,-0.210206254,0.109488074,-0.592171726,-0.269135212,-0.073464922,0.454209737,-0.789862269,-0.963963309,1
0.943957186,0.062196253,-0.637704291,-1.146830724,1.042467624,-0.677691576,0.795311813,0.259448608,-0.093892349,1
0.667229768,-0.677338713,-1.360110385,-0.912811972,-0.750090457,0.178169605,-0.663689812,-0.590278541,-0.035670147,1
-0.150383,0.814581952,-0.478646896,-0.207391065,-0.542922249,-1.052226658,0.082777541,-0.485770833,-0.876001362,1
0.899278631,1.40920996,0.367544108,-0.806435673,0.129287952,-0.959365803,-0.629175543,0.096008707,0.202840617,1
0.915624528,0.152228704,0.00915894,-0.639643714,0.062050711,-0.3239766,0.37802998,0.498936134,-1.092696987,1
0.112634785,0.139904617,-0.958815871,-0.41858204,-0.413600117,-0.597305954,0.11890376,0.472901342,-1.113559277,1
0.118741543,1.034450915,-0.500101569,-0.537902011,-0.677548799,-0.98218348,-0.812122007,-1.218824488,0.310712005,1
-0.150493876,0.87845195,0.211440119,-1.004154654,-0.143942115,-0.545091003,-0.592008561,-0.512044922,-0.76433232,1
0.002492858,-0.256025319,-1.276795134,-1.605523263,0.06951789,-0.015954686,-0.868101322,-0.217723847,0.026025504,1
0.520012161,0.793411061,0.071019518,-1.66286595,0.747032508,-0.448057712,-0.721281077,0.138437173,0.155712031,1
0.112523909,0.203774615,-0.268728856,-1.215345629,-0.014619982,-0.090170299,-0.555882342,0.446627253,-1.001890235,1
-0.260524927,0.418652016,-0.796626159,-1.394332288,-0.059804243,-0.470875389,-0.904227541,-1.176396022,0.263583419,1
0.899389507,1.345339962,-0.322542907,-0.009672084,-0.269692182,-1.466501458,0.045610559,0.122282795,0.091171574,1
1.608694096,-0.359117141,-0.721019541,-0.454119433,0.222859277,-0.483567286,0.999723323,-0.113106086,-0.155588,1
0.520233912,0.665671065,-1.309154511,-0.069338772,-0.050927761,-1.462329022,0.628291127,0.19098535,-0.067626054,1
1.849485982,-0.049215727,-0.095610984,-0.277443369,-0.892184185,-0.059809132,-0.312458058,-0.606672215,0.032320729,1
1.855365984,0.22318678,-0.842803349,-0.832102367,0.41941865,-0.664035786,0.028644019,0.442638662,0.902391688,1
1.024043583,0.300895144,-1.163914929,-0.103853683,-1.036649091,-0.583650164,-0.647764035,0.656091396,-0.11727524,1
0.921842162,0.982905004,-0.222213773,0.037799904,-0.600878105,-1.215989781,0.121790316,-1.166515608,0.219905253,1
1.074828896,-0.151572265,-1.710449026,-0.563568705,-0.387418101,-0.686853463,-0.154302445,-0.872194533,1.010263077,1
0.176117754,1.331215241,0.071055125,-1.094122342,-0.549284926,-1.291854604,0.209986388,0.221344199,0.106020448,1
0.599951903,0.663870431,0.052418331,-1.374850705,0.145130323,-1.014352813,1.051793177,0.316081546,-0.03191489,1
0.323224485,-0.075664535,-0.669987763,-1.140831953,-1.647427758,-0.158491632,-0.407208448,-0.533645602,0.026307313,1
0.329104488,0.196737972,-1.417180128,-1.695490951,-0.335824922,-0.762718287,-0.066106372,0.515665274,0.896378272,1
-0.180585185,0.289111386,-0.815227346,-1.106317042,-0.661706427,-1.03717049,0.868846713,-0.998751649,0.075956499,1
-0.180696061,0.352981384,-0.125140331,-1.903080632,-0.262726293,-0.530034835,0.194060611,-1.025025737,0.187625541,1
1.103872449,0.235224512,-0.492429101,-0.612602027,-1.239571141,-0.64280961,0.450524117,0.807461681,-0.193233118,1
-0.181413969,0.109702161,1.229675575,0.165661054,0.597335701,-1.6333891,0.219730827,0.341600077,0.174432458,1
-0.458141387,-0.629832805,0.507269481,0.399679806,-1.19522238,-0.777527919,-1.239270798,-0.508127071,0.23265466,1
-0.413462832,-1.976846512,-0.497978918,0.059284755,-0.282042708,-0.495853693,0.185216559,-0.34468717,-0.064078306,1
0.367074257,-1.602087467,0.369666759,-0.209248908,0.524794043,-0.473036016,0.368163022,0.970146024,-0.171949694,1
-0.158961314,-0.252732797,1.330004709,0.213133042,0.266149778,-1.382877423,0.295910584,-0.947198326,0.303166136,1
-0.413573707,-1.912976514,0.192108097,-0.737478834,0.116937426,0.011281963,-0.489569543,-0.370961259,0.047590736,1
-1.363670182,-0.518420825,-0.034823826,-0.469707549,0.739429429,-1.395410364,-0.131500927,0.357993751,0.106441582,1
-0.034418113,-1.233307617,1.178719702,-0.677812146,-0.101826996,0.007109527,-1.072250111,-0.439663813,0.206388364,1
-0.028538111,-0.960905109,0.431527336,-1.232471144,1.20977584,-0.597117128,-0.731148035,0.609647063,1.076459324,1
-0.859860512,-0.883196745,0.110415756,-0.50422246,-0.246291901,-0.516731506,-1.407556089,0.823099797,0.056792396,1
-0.962061933,-0.201186886,1.052116913,-0.362568873,0.189479085,-1.149071122,-0.638001738,-0.999507206,0.393972888,1
-1.341217527,-0.880855783,0.065505308,-0.422235561,0.408243506,-1.144898686,-0.05532117,-0.930804652,0.23517526,1
0.483322941,-0.311611233,1.146360324,0.858372345,-0.222272646,-1.43926481,0.424142337,-0.030954617,0.112736806,1
-0.319666802,-0.32393532,0.178385513,1.079434019,-0.697923474,-1.712594165,0.165016117,-0.056989409,0.091874516,1
0.729994829,0.270692688,1.024576517,0.480389411,-0.025713273,-1.61973331,-0.546936967,0.524790131,1.170716495,1
0.322506577,-0.318943758,0.684828143,0.927909732,-0.787365763,-1.261845898,-0.381538232,0.832980212,0.013114229,1
0.475493311,-1.453421027,-0.80340711,0.326541123,-0.573905759,-0.73270958,-0.657630993,1.127301287,0.803472053,1
0.797126039,-1.438755977,0.119657253,0.187466348,0.556280476,-1.087547406,0.953730146,-0.600568371,1.002717208,1
