P0,P1,P2,P3,P4,P5,P6,P7,P8,WIN
-0.840762577,0.339429712,-0.174934023,-0.082621086,-0.15168849,-0.244315351,-0.269870674,-0.553131078,0.168477058,1
-0.106954688,0.166870058,0.612439264,-0.245178072,-0.124177182,0.242979299,-0.37549486,-0.739528073,0.203894899,1
-0.037772834,0.351753799,0.793040788,-0.30368276,0.323962338,0.029014004,-0.010744454,-0.527096286,0.189339348,1
-0.315931761,0.636743716,0.248161479,-0.38214339,0.18441661,-0.197884924,-0.625847216,-0.262241308,0.707898047,1
-0.048888286,0.46910128,0.052789206,0.469344835,0.090575165,-0.60337749,0.62595177,0.143577004,0.013303467,1
-0.187251995,0.099333797,-0.308413841,0.586354211,-0.805703876,-0.1754469,-0.103549043,-0.28128657,0.042414568,1
0.557668844,-0.565515232,-0.07382932,0.229863705,-0.156009771,0.327429025,0.464980571,0.258435586,-0.134900914,1
-0.129296468,0.465435018,-0.177976884,0.504113529,-0.191971394,-0.514668034,0.223111485,0.575544418,-0.036507822,1
0.082620607,0.131762613,-0.187295281,0.363749348,0.155236231,-0.375917139,0.644014879,0.622913091,-0.105475491,1
-0.055743102,-0.23800487,-0.548498328,0.480758723,-0.74104281,0.052013452,-0.085485933,0.198049517,-0.07636439,1
-0.052803101,-0.101803617,-0.922094511,0.203429224,-0.085241392,-0.250099875,0.085065105,0.722704955,0.35867109,1
0.747246642,-0.225680783,0.419476483,0.259697049,-0.265391982,0.325342807,0.173640287,0.224084309,-0.0555021,1
0.750186643,-0.08947953,0.0458803,-0.01763245,0.390409436,0.023229479,0.344191325,0.748739747,0.37953338,1
0.611822934,-0.459247013,-0.315322747,0.099376926,-0.505869604,0.45116007,-0.385309487,0.323876173,0.408644481,1
0.105073262,-0.230672346,-0.086966147,0.411221336,-0.175949692,-0.125405461,0.720194636,-0.665885312,0.023258188,1
0.108013263,-0.094471092,-0.460562329,0.133891837,0.479851726,-0.427518788,0.890745674,-0.141229873,0.458293667,1
-0.030350446,-0.464238575,-0.821765377,0.250901212,-0.416427315,0.000411802,0.161244862,-0.566093447,0.487404768,1
0.772639298,-0.451914488,0.146209434,0.029839538,0.059223513,0.273741157,0.420371082,-0.540058655,0.508267058,1
-0.2121941,0.242719635,0.122981704,0.514328679,0.293246571,-0.22999569,0.224954295,-0.223117557,-0.421872917,1
-0.292602283,0.239053372,-0.107784387,0.549097373,0.010700012,-0.141286233,-0.17788599,0.208849857,-0.471684206,1
0.232228533,0.536367376,0.315311115,0.249575069,0.346805112,-0.094855806,-0.533862532,0.499739627,0.067736783,1
-0.409944846,0.531375814,-0.191131515,0.401099356,0.436247402,-0.545604074,0.012691817,-0.390229993,0.146497071,1
-0.069514318,-0.243901513,0.27810529,0.034087391,0.391804743,0.376288329,-0.056285768,-0.401317715,-0.420450515,1
-0.61374441,0.26849259,-0.015962195,0.226477722,0.254911224,-0.11309254,-0.242001866,-0.249271997,-0.376469541,1
-0.679986263,0.219810102,-0.570159901,0.007652911,0.462573121,-0.201240572,-0.436201234,0.062951654,0.073121489,1
0.12300348,0.232134189,0.39781491,-0.213408764,0.938223949,0.072088783,-0.177075014,0.088986446,0.093983779,1
-0.015360229,-0.137633294,0.036611863,-0.096399388,0.041944909,0.500019374,-0.906575827,-0.335877128,0.12309488,1
0.123114356,0.168264191,-0.292272104,0.583354826,0.539243815,-0.435046872,0.497711088,0.115260535,-0.017685263,1
-0.157984573,0.317052855,-0.463555231,0.782223695,-0.25610333,-0.359832472,-0.287942713,-0.144539926,0.065837956,1
0.64500517,0.329376942,0.50441958,0.56116202,0.219547498,-0.086503117,-0.028816492,-0.118505134,0.086700246,1
-0.205461904,-0.578739636,-0.361017709,-0.201830587,-0.533631557,0.278087774,0.417605376,0.294948892,-0.137907622,1
-0.468479689,0.095937699,0.119151266,0.009360388,-0.662953689,-0.176832929,0.381479157,-0.663723283,0.099650293,1
-0.457422177,-0.364416676,-0.088593993,-0.582954926,0.158719176,0.092316173,0.718239906,0.049258825,-0.057248508,1
-0.881256326,0.302928134,-0.0699572,-0.302226564,-0.535696074,-0.185185618,-0.123566883,-0.045478521,0.08068683,1
-0.078266583,0.315252221,0.898017611,-0.523288238,-0.060045246,0.088143737,0.135559338,-0.01944373,0.10154912,1
-0.078155707,0.251382223,0.207930597,0.273475351,-0.459025381,-0.418991918,0.81034544,0.006830359,-0.010119922,1
-0.102853953,0.531680247,0.001198048,0.072195744,-0.044139099,-0.159401927,0.497090223,-0.215338955,-0.457965389,1
-0.037586914,0.145659091,-0.793084146,-0.252224554,0.228183865,-0.020089607,0.320953965,0.576220784,-0.127153316,1
-0.300604699,0.820336426,-0.312915171,-0.041033579,0.098861733,-0.475010311,0.284827746,-0.382451391,0.110404599,1
0.364021336,0.46289303,0.293856593,-0.145085878,-0.32176648,0.226249634,-0.185546847,-0.781280174,0.16037799,1
-0.102909391,0.563615246,0.346241555,-0.32618605,0.155350968,0.0941659,0.159697172,-0.228475999,-0.402130868,1
-0.504404263,0.557453202,-0.13774585,-0.215655213,-0.082474446,-0.042498777,0.030134062,-0.241493395,-0.412562013,1
-0.292487188,0.223780797,-0.147064247,-0.356019394,0.264733179,0.096252118,0.451037456,-0.194124722,-0.481529682,1
0.020426553,0.854767206,0.285349651,-0.515177517,0.253630655,0.00393165,-0.32584248,0.049396375,0.126858976,1
0.375078848,0.002538655,0.086111334,-0.737401192,0.499906385,0.495398736,0.151213902,-0.068298066,0.003479189,1
0.028599502,0.226276578,0.106157068,-0.431781538,0.220012035,0.321626252,0.177760282,0.250860088,-0.520909826,1
0.053992158,4.29E-05,-0.167109981,-0.661639049,0.544627529,0.270024603,0.424491077,-0.513282876,0.042859333,1
0.020537428,0.790897208,-0.404737363,0.281586072,-0.145349479,-0.503204005,0.348943622,0.075670463,0.015189934,1
0.375189723,-0.061331343,-0.60397568,0.059362397,0.10092625,-0.011736919,0.826000004,-0.042023978,-0.108189853,1
0.685163463,0.433453812,0.202034401,0.177533773,-0.565977692,0.198055941,-0.12143097,-0.323158319,0.065163325,1
0.696276413,-0.058835562,-0.350754366,-0.016399746,0.056205105,0.213637215,0.55272283,0.402960833,-0.147569997,1
0.189544631,0.385793865,-0.031158984,0.274543767,-0.15299218,0.220807769,-0.287241149,-0.490438489,-0.394999754,1
0.258726485,0.570677606,0.14944254,0.216039079,0.29514734,0.006842473,0.077509257,-0.278006702,-0.409555305,1
-0.019432442,0.855667523,-0.39543677,0.137578449,0.155601613,-0.220056454,-0.537593505,-0.013151723,0.109003394,1
-0.142768386,0.564515563,-0.334544866,0.326569916,0.057321926,-0.129822204,-0.052053853,-0.291024097,-0.41998645,1
0.069148688,0.230843158,-0.343863263,0.186205735,0.404529551,0.008928691,0.368849542,-0.243655424,-0.488954119,1
0.382062429,0.861829567,0.088550636,0.027047612,0.393427027,-0.083391777,-0.408030395,-0.000134328,0.119434539,1
0.736714724,0.009601015,-0.110687682,-0.195176063,0.639702757,0.408075309,0.069025987,-0.117828768,-0.003945248,1
0.321053524,0.048455197,-0.271243472,0.168948279,-0.088331114,0.44826812,-0.269178039,-0.011102401,-0.513778712,1
-0.011259494,0.227176895,-0.574629353,0.220974429,0.121982992,0.097638148,-0.033990743,0.18831199,-0.538765408,1
0.656306542,0.005934753,-0.341453772,-0.160407369,0.357156198,0.496784766,-0.333814297,0.314138646,-0.053756537,1
0.34644618,-0.177778508,-0.54451052,-0.060909232,0.236284381,0.396666471,-0.022447244,-0.775245365,0.049990446,1
0.014133163,0.000943191,-0.847896402,-0.008883082,0.446598487,0.046036498,0.212740052,-0.575830974,0.025003751,1
0.393288757,0.680612088,0.138715203,0.050783606,0.227834066,0.041864062,-0.369940516,-0.644533529,0.183801378,1
-0.142823824,0.596450562,0.010498641,-0.071811878,0.256811994,0.123745623,-0.389446904,-0.304161142,-0.364151929,1
-0.066330457,0.029211927,-0.733618985,-0.372496183,0.363541996,0.388313782,-0.527493284,-0.157000604,0.031026983,1
0.335164415,0.035373971,-0.24963158,-0.48302702,0.60136741,0.524978459,-0.397930174,-0.143983208,0.041458128,1
-0.011314932,0.259111894,-0.229585846,-0.177407366,0.32147306,0.351205975,-0.371383794,0.175174946,-0.482930887,1
0.736770162,-0.022333984,-0.455731189,0.203205732,0.440212689,0.154507482,0.406419038,-0.104691724,-0.059779769,1
0.33527529,-0.028496027,-0.939718594,0.313736569,0.202387275,0.017842804,0.276855928,-0.11770912,-0.070210914,1
0.714430884,0.65117287,0.04689301,0.373403257,-0.016377146,0.013670368,-0.30582464,-0.186411674,0.088586714,1
0.790924251,0.083934235,-0.697224616,0.072718953,0.090352856,0.278238527,-0.44387102,-0.039251137,0.483765626,1
0.203766398,0.30884264,-0.699634107,0.419332056,0.137726209,-0.209617547,0.258792819,-0.597045207,0.048568043,1
0.345866864,-0.247115402,-0.103790783,-0.534888881,-0.249184228,0.426216481,0.673000623,-0.191907666,-0.075778721,1
-0.341098448,0.783834848,-0.207938347,-0.260639057,-0.285145852,-0.415880578,0.431131537,0.125201165,0.022614371,1
0.013553847,-0.068393704,-0.407176665,-0.482862732,-0.038870122,0.075586508,0.908187919,0.007506725,-0.100765416,1
0.323527587,0.426391452,0.398833416,-0.364691356,-0.705774064,0.285379368,-0.039243055,-0.273627617,0.072587762,1
0.265458682,-0.250781664,-0.334556873,-0.500120187,-0.531730787,0.514925937,0.270160338,0.240059748,-0.12559001,1
-0.066854335,-0.072059966,-0.637942755,-0.448094038,-0.321416681,0.164295965,0.505347634,0.439474139,-0.150576705,1
0.45797648,0.225254038,-0.214847254,-0.747616342,0.01468842,0.210726392,0.149371092,0.730363909,0.388844284,1
-0.1871369,0.084061222,-0.347693701,-0.318762557,-0.551670708,0.062091452,0.525374403,-0.68426115,0.032569092,1
-0.184196899,0.220262476,-0.721289883,-0.596092056,0.104130709,-0.240021875,0.695925441,-0.159605712,0.467604572,1
0.480429136,-0.13718092,-0.11451812,-0.700144354,-0.316497503,0.46123807,0.225550849,-0.558434494,0.517577963,1
-0.41033574,0.630886105,-0.043496364,-0.600516164,-0.533795305,0.051652545,-0.27101192,-0.100367666,0.093004443,1
-0.599913537,0.291051657,-0.536802166,-0.630349508,-0.424413094,0.053738763,0.020328364,-0.066016389,0.013605629,1
0.203076206,0.303375744,0.431172645,-0.851411182,0.051237734,0.327068118,0.279454584,-0.039981597,0.034467919,1
0.122668024,0.299709481,0.200406554,-0.816642489,-0.231308824,0.415777574,-0.123385701,0.391985817,-0.01534337,1
0.392764879,0.579340194,0.234391433,-0.024814249,-0.457124611,-0.182153755,0.662900402,-0.048058786,0.00219769,1
0.203187082,0.239505746,-0.25891437,-0.054647593,-0.3477424,-0.180067537,0.954240686,-0.013707508,-0.077201124,1
0.870753118,0.018263603,-0.025738788,-0.436029391,-0.112569195,0.219079081,0.654417132,0.112119148,0.407807747,1
0.1227789,0.235839483,-0.48968046,-0.0198789,-0.630288959,-0.091358081,0.551400401,0.418259906,-0.127012412,1
-0.314802051,-0.867700248,-0.239234054,0.240302348,-0.196245887,0.207494012,0.145469448,0.287170291,-0.10181515,1
-0.577819836,-0.193022913,0.240934921,0.451493323,-0.325568019,-0.247426692,0.109343229,-0.671501884,0.135742765,1
-0.635944178,-0.83826103,-0.147411861,-0.082317303,0.047965325,0.235687706,0.081353571,-0.170951564,-0.006600485,1
-0.990596473,0.013967522,0.051826456,0.139906371,-0.198310405,-0.25577938,-0.395702811,-0.053257123,0.116779302,1
-0.18760673,0.026291609,1.019801267,-0.081155303,0.277340423,0.017549974,-0.136576591,-0.027222331,0.137641592,1
-0.669509784,0.016463303,0.305047771,0.064144228,-0.24303155,-0.030405247,-0.668979986,0.391727687,0.077399159,1
-0.256677709,-0.222462131,0.149112729,0.774112974,-0.569779231,-0.275620385,0.173459105,-0.21338003,0.040528101,1
0.133590835,-0.035082608,0.582935567,0.639846143,-0.166360856,-0.264211547,0.264932337,0.444036567,-0.013407594,1
0.12718657,-0.825036626,0.139776528,0.349376989,0.425587111,0.285028956,0.128728767,-0.20746487,-0.003593777,1
-0.559778742,0.205913624,0.035628964,0.623626813,0.389625488,-0.557068103,-0.11314032,0.109643962,0.094799315,1
-0.628960597,0.021029882,-0.14497256,0.6821315,-0.058514033,-0.343102807,-0.477890726,-0.102787825,0.109354865,1
0.174029147,0.033353969,0.823002251,0.461069826,0.417136795,-0.069773453,-0.218764505,-0.076753033,0.130217155,1
0.046778388,-0.828702888,-0.090989562,0.384145683,0.143040552,0.373738412,-0.274111518,0.224502544,-0.053405066,1
-0.28553463,-0.64998119,-0.394375444,0.436171832,0.353354658,0.02310844,-0.038924222,0.423916935,-0.078391761,1
0.093620965,0.029687707,0.592236161,0.49583852,0.134590236,0.018936004,-0.62160479,0.355214381,0.080405867,1
-0.216239397,-0.154025553,0.389179413,0.595336657,0.01371842,-0.081182291,-0.310237737,-0.734169631,0.18415285,1
-0.402877193,-0.357658748,-0.477722572,0.288173814,0.778902049,-0.3812094,0.151653585,-0.175162915,0.539789515,1
0.261748841,-0.715102144,0.129049192,0.184121516,0.358273836,0.320050545,-0.318721007,-0.573991697,0.589762907,1
-0.629016035,0.052964881,0.200070948,0.283749706,0.140976034,-0.08953498,-0.815283777,-0.11592487,0.165189386,1
-0.818593832,-0.286869567,-0.293234855,0.253916362,0.250358245,-0.087448762,-0.523943493,-0.081573592,0.085790572,1
-0.015604088,-0.27454548,0.674739956,0.032854688,0.726009073,0.185880593,-0.264817272,-0.0555388,0.106652862,1
-0.09601227,-0.278211742,0.443973866,0.067623381,0.443462515,0.274590049,-0.667657557,0.376428614,0.056841574,1
0.174084584,0.00141897,0.477958744,0.859451621,0.217646728,-0.32334128,0.118628545,-0.063615989,0.074382634,1
-0.015493213,-0.338415478,-0.015347058,0.829618277,0.327028939,-0.321255062,0.40996883,-0.029264712,-0.00501618,1
0.652072823,-0.559657621,0.217828523,0.448236479,0.562202144,0.077891556,0.110145275,0.096561944,0.479992691,1
-0.095901395,-0.342081741,-0.246113149,0.86438697,0.04448238,-0.232545606,0.007128545,0.402702702,-0.054827468,1
-0.549131731,-0.04464075,0.526513268,0.173383157,-0.261436083,-0.402262254,0.620397426,0.048582459,0.033396987,1
-0.486804693,-0.566863159,0.105827257,0.126292357,-0.644914537,0.039163393,0.273710129,0.31548676,-0.07082642,1
-0.483864691,-0.430661905,-0.267768926,-0.151037142,0.01088688,-0.262949934,0.444261167,0.840142198,0.36420906,1
0.180761343,-0.788105301,0.339002838,-0.25508944,-0.409741332,0.438310011,-0.026113425,0.441313416,0.414182451,1
-0.461412036,-0.793096863,-0.167439791,-0.103565154,-0.320299042,-0.012438256,0.520440924,-0.448656205,0.492942738,1
-0.549187168,-0.012705751,0.871556775,-0.224998638,-0.061946016,-0.148694426,0.283004375,0.035445415,0.089231508,1
-0.738764966,-0.352540199,0.378250973,-0.254831982,0.047436195,-0.146608208,0.574344659,0.069796692,0.009832694,1
-0.07119893,-0.573782342,0.611426554,-0.636213779,0.2826094,0.25253841,0.274521105,0.195623348,0.494841565,1
-0.071088054,-0.63765234,-0.07866046,0.16054981,-0.116370734,-0.254597245,0.949307207,0.221897437,0.383172523,1
0.30806754,0.042016557,0.907951144,0.220216498,-0.335135156,-0.258769681,0.366626639,0.153194882,0.541970151,1
-0.001881994,-0.433061099,0.028283201,0.002203737,-0.136468376,-0.273570624,0.374549906,-0.34004199,-0.494299267,1
-0.213854506,-0.067453695,0.382645105,-0.255813876,-0.284185933,-0.158753692,-0.383746539,-0.400547707,-0.369497077,1
-0.546167524,0.111268004,0.079259224,-0.203787727,-0.073871827,-0.509383664,-0.148559243,-0.201133316,-0.394483772,1
-0.612409377,0.062585516,-0.474938483,-0.422612538,0.13379007,-0.597531696,-0.342758611,0.111090335,0.055107258,1
0.264133732,-0.628530286,0.122514884,-0.667029017,0.060369483,0.242479144,-0.392229809,-0.240369774,0.03611298,1
-0.225080834,0.113763785,0.332480538,-0.27954987,-0.118592972,-0.284009531,-0.421836418,0.243851494,-0.433863916,1
-0.411605252,0.221202485,0.068531887,-0.3690432,-0.141185102,-0.474362076,-0.596009017,-0.567660144,0.198872911,1
0.264244608,-0.692400284,-0.56757213,0.129734572,-0.338610652,-0.264656511,0.282556293,-0.214095686,-0.075556062,1
0.052327533,-0.358727879,-0.558253733,0.270098753,-0.685818277,-0.403407406,-0.138347101,-0.261464359,-0.006588393,1
0.855317277,-0.346403792,0.409721078,0.049037079,-0.210167448,-0.130078051,0.120779119,-0.235429567,0.014273897,1
0.230679003,0.162324049,-0.115112498,0.276196103,-0.629607526,-0.530749463,-0.467777264,0.348583565,0.008443582,1
0.14778137,-0.060391334,0.18584609,0.286411253,-0.144389561,-0.246077119,-0.465934454,-0.45007841,-0.376921514,1
0.216963224,0.124492407,0.366447613,0.227906565,0.303749959,-0.460042414,-0.101184048,-0.237646622,-0.391477064,1
-0.061195703,0.409482325,-0.178431696,0.149445936,0.164204232,-0.686941342,-0.71628681,0.027208356,0.127081635,1
0.027385427,-0.215342041,-0.126858189,0.198073221,0.41313217,-0.457956196,0.190156236,-0.203295345,-0.470875878,1
0.552216243,0.081971963,0.296237313,-0.101449083,0.749237271,-0.411525769,-0.165820306,0.087594425,0.068545111,1
-0.053022755,-0.219008303,-0.35762428,0.232841915,0.130585611,-0.36924674,-0.212684048,0.228672069,-0.520687167,1
-0.250828938,0.101582875,-0.326693991,-0.278769203,0.47307651,-0.431287296,-0.762339577,0.048422589,0.103517342,1
0.150665933,0.107744919,0.157293414,-0.38930004,0.710901924,-0.294622619,-0.632776467,0.061439985,0.113948487,1
-0.053078193,-0.187073304,-0.012580772,-0.165539879,0.330075678,-0.115678912,-0.550077099,0.215535025,-0.464852646,1
0.552271681,0.050036964,-0.048806195,0.296932712,0.549747203,-0.665093596,0.171572745,0.100731469,0.01271059,1
0.150776809,0.04387492,-0.5327936,0.407463549,0.311921789,-0.801758274,0.042009635,0.087714073,0.002279445,1
0.815402844,-0.313568476,0.073978164,0.30341125,-0.108706423,-0.100498328,-0.428364957,-0.311114709,0.052252836,1
0.60642577,0.156305183,-0.290299622,0.166445933,0.19988737,-0.541362551,-0.678717313,0.166172056,0.556255985,1
0.162003137,-0.137342559,-0.482629033,0.431199543,0.146328828,-0.676502435,0.080099514,-0.556685128,0.066646284,1
0.304103603,-0.693300601,0.113214291,-0.523021395,-0.24058161,-0.040668406,0.494307318,-0.151547587,-0.05770048,1
-0.170944634,0.003977244,-0.00025167,-0.389135752,0.070664392,-0.74401457,0.673341626,0.212929918,-0.028275057,1
0.4936814,-0.353466152,0.606520093,-0.493188051,-0.34996382,-0.042754624,0.202967034,-0.185898865,0.021698334,1
-0.572494944,0.0297502,-0.139195569,-0.676986709,0.032329045,-0.627111419,0.206385465,0.186775477,0.017128319,1
0.092131091,-0.327693196,0.467576195,-0.781039008,-0.388299167,0.074148526,-0.263989127,-0.212053305,0.06710171,1
0.080904763,-0.146475717,0.417411628,-0.804775002,-0.222706206,-0.051107313,-0.302079006,0.432345896,0.002734871,1
0.493736838,-0.385401151,0.261476586,-0.094806256,-0.549453888,-0.296322452,0.540360085,-0.17276182,-0.034136187,1
0.161423821,-0.206679453,-0.041909296,-0.042780107,-0.339139782,-0.646952425,0.775547381,0.026652571,-0.059122883,1
0.686254636,0.090634551,0.381186206,-0.342302411,-0.003034681,-0.600521997,0.419570839,0.317542341,0.480298107,1
0.081015639,-0.210345715,-0.272675386,-0.008011413,-0.62168634,-0.558242968,0.372707096,0.458619985,-0.108934171,1
0.469038592,-0.105103127,0.054744037,-0.296085863,-0.134567606,-0.036732461,0.227104869,-0.394931135,-0.481981654,1
0.471978593,0.031098126,-0.318852145,-0.573415362,0.521233812,-0.338845788,0.397655907,0.129724304,-0.046946175,1
0.333614884,-0.338669357,-0.680055192,-0.456405986,-0.375045229,0.089084802,-0.331844906,-0.29513927,-0.017835073,1
-0.0751915,0.407290976,-0.239323448,-0.103695532,-0.271461125,-0.526113329,0.04138877,-0.242885417,-0.438000681,1
0.449639316,0.70460498,0.183772054,-0.403217836,0.064643976,-0.479682902,-0.314587772,0.048004353,0.101420308,1
0.457812264,0.076114352,0.00457947,-0.319821857,0.031025356,-0.1619883,0.18901499,0.249468067,-0.546348494,1
0.056317392,0.069952309,-0.479407935,-0.20929102,-0.206800058,-0.298652977,0.05945188,0.236450671,-0.556779639,1
0.059370771,0.517225457,-0.250050784,-0.268951005,-0.338774399,-0.49109174,-0.406061003,-0.609412244,0.155356003,1
-0.075246938,0.439225975,0.105720059,-0.502077327,-0.071971057,-0.272545501,-0.296004281,-0.256022461,-0.38216616,1
0.001246429,-0.128012659,-0.638397567,-0.802761631,0.034758945,-0.007977343,-0.434050661,-0.108861923,0.013012752,1
0.260006081,0.396705531,0.035509759,-0.831432975,0.373516254,-0.224028856,-0.360640539,0.069218586,0.077856015,1
0.056261955,0.101887308,-0.134364428,-0.607672814,-0.007309991,-0.04508515,-0.277941171,0.223313627,-0.500945117,1
-0.130262464,0.209326008,-0.39831308,-0.697166144,-0.029902121,-0.235437695,-0.45211377,-0.588198011,0.13179171,1
0.449694753,0.672669981,-0.161271453,-0.004836042,-0.134846091,-0.733250729,0.022805279,0.061141398,0.045585787,1
0.804347048,-0.179558571,-0.360509771,-0.227059717,0.111429638,-0.241783643,0.499861662,-0.056553043,-0.077794,1
0.260116956,0.332835532,-0.654577256,-0.034669386,-0.02546388,-0.731164511,0.314145563,0.095492675,-0.033813027,1
0.924742991,-0.024607864,-0.047805492,-0.138721685,-0.446092093,-0.029904566,-0.156229029,-0.303336107,0.016160364,1
0.927682992,0.11159339,-0.421401674,-0.416051184,0.209709325,-0.332017893,0.014322009,0.221319331,0.451195844,1
0.512021791,0.150447572,-0.581957464,-0.051926841,-0.518324545,-0.291825082,-0.323882018,0.328045698,-0.05863762,1
0.460921081,0.491452502,-0.111106886,0.018899952,-0.300439053,-0.60799489,0.060895158,-0.583257804,0.109952626,1
0.537414448,-0.075786133,-0.855224513,-0.281784352,-0.19370905,-0.343426732,-0.077151222,-0.436097266,0.505131538,1
0.088058877,0.665607621,0.035527562,-0.547061171,-0.274642463,-0.645927302,0.104993194,0.1106721,0.053010224,1
0.299975952,0.331935216,0.026209165,-0.687425352,0.072565162,-0.507176407,0.525896588,0.158040773,-0.015957445,1
0.161612243,-0.037832268,-0.334993882,-0.570415977,-0.823713879,-0.079245816,-0.203604224,-0.266822801,0.013153656,1
0.164552244,0.098368986,-0.708590064,-0.847745476,-0.167912461,-0.381359143,-0.033053186,0.257832637,0.448189136,1
-0.090292593,0.144555693,-0.407613673,-0.553158521,-0.330853214,-0.518585245,0.434423357,-0.499375824,0.037978249,1
-0.09034803,0.176490692,-0.062570166,-0.951540316,-0.131363147,-0.265017418,0.097030306,-0.512512869,0.093812771,1
0.551936225,0.117612256,-0.246214551,-0.306301013,-0.619785571,-0.321404805,0.225262059,0.40373084,-0.096616559,1
-0.090706984,0.054851081,0.614837788,0.082830527,0.298667851,-0.81669455,0.109865414,0.170800038,0.087216229,1
-0.229070693,-0.314916402,0.25363474,0.199839903,-0.59761119,-0.38876396,-0.619635399,-0.254063536,0.11632733,1
-0.206731416,-0.988423256,-0.248989459,0.029642377,-0.141021354,-0.247926846,0.092608279,-0.172343585,-0.032039153,1
0.183537128,-0.801043733,0.18483338,-0.104624454,0.262397021,-0.236518008,0.184081511,0.485073012,-0.085974847,1
-0.079480657,-0.126366399,0.665002355,0.106566521,0.133074889,-0.691438711,0.147955292,-0.473599163,0.151583068,1
-0.206786854,-0.956488257,0.096054048,-0.368739417,0.058468713,0.005640981,-0.244784772,-0.185480629,0.023795368,1
-0.681835091,-0.259210412,-0.017411913,-0.234853774,0.369714715,-0.697705182,-0.065750463,0.178996876,0.053220791,1
-0.017209056,-0.616653808,0.589359851,-0.338906073,-0.050913498,0.003554763,-0.536125056,-0.219831907,0.103194182,1
-0.014269055,-0.480452555,0.215763668,-0.616235572,0.60488792,-0.298558564,-0.365574018,0.304823532,0.538229662,1
-0.429930256,-0.441598373,0.055207878,-0.25211123,-0.12314595,-0.258365753,-0.703778044,0.411549899,0.028396198,1
-0.481030966,-0.100593443,0.526058456,-0.181284436,0.094739542,-0.574535561,-0.319000869,-0.499753603,0.196986444,1
-0.670608763,-0.440427891,0.032752654,-0.21111778,0.204121753,-0.572449343,-0.027660585,-0.465402326,0.11758763,1
0.241661471,-0.155805617,0.573180162,0.429186172,-0.111136323,-0.719632405,0.212071169,-0.015477308,0.056368403,1
-0.159833401,-0.16196766,0.089192757,0.539717009,-0.348961737,-0.856297083,0.082508058,-0.028494704,0.045937258,1
0.364997415,0.135346344,0.512288258,0.240194705,-0.012856636,-0.809866655,-0.273468484,0.262395066,0.585358247,1
0.161253289,-0.159471879,0.342414072,0.463954866,-0.393682882,-0.630922949,-0.190769116,0.416490106,0.006557115,1
0.237746656,-0.726710513,-0.401703555,0.163270562,-0.28695288,-0.36635479,-0.328815496,0.563650643,0.401736027,1
0.39856302,-0.719377989,0.059828626,0.093733174,0.278140238,-0.543773703,0.476865073,-0.300284185,0.501358604,1
